idx,split
1103,train
4778,train
2575,train
8996,train
1360,train
8720,train
9075,train
9583,train
3285,train
9974,train
5388,train
3591,train
9411,train
2969,train
153,train
1562,train
1604,train
4144,train
370,train
8770,train
8658,train
56,train
913,train
1688,train
893,train
2561,train
8883,train
4391,train
6965,train
8232,train
6129,train
2676,train
26,train
2582,train
9678,train
9623,train
4672,train
2334,train
2880,train
9432,train
8764,train
8801,train
3246,train
4581,train
9980,train
6728,train
2306,train
4977,train
597,train
2170,train
3220,train
536,train
3715,train
5701,train
4548,train
2508,train
5912,train
5190,train
1793,train
5505,train
5208,train
5719,train
3055,train
6674,train
1930,train
5549,train
8916,train
9426,train
5660,train
1456,train
6049,train
2143,train
3613,train
7248,train
558,train
4427,train
3677,train
6319,train
2940,train
1390,train
7518,train
7521,train
7089,train
9910,train
9771,train
6758,train
414,train
182,train
1212,train
1626,train
4363,train
6801,train
8015,train
9778,train
1494,train
7333,train
8870,train
474,train
7468,train
1013,train
3479,train
977,train
2923,train
2067,train
7431,train
9331,train
4842,train
6861,train
9124,train
1459,train
1672,train
9781,train
903,train
3739,train
9664,train
8636,train
8936,train
7891,train
5525,train
4536,train
6437,train
3153,train
2872,train
8060,train
1813,train
1182,train
938,train
8411,train
6740,train
7045,train
5857,train
718,train
7413,train
9740,train
3660,train
5316,train
6745,train
7774,train
7426,train
3667,train
3855,train
3811,train
4105,train
8666,train
9053,train
8706,train
7703,train
9889,train
3348,train
9277,train
8454,train
2084,train
3700,train
8330,train
3681,train
9316,train
5577,train
419,train
9669,train
6450,train
712,train
8787,train
4497,train
1852,train
1075,train
8957,train
6621,train
1435,train
3723,train
7963,train
3824,train
1107,train
9418,train
171,train
1101,train
7728,train
8722,train
5136,train
5401,train
8079,train
5161,train
1017,train
8761,train
6675,train
687,train
9270,train
9449,train
733,train
7344,train
7955,train
7274,train
1508,train
820,train
794,train
7723,train
6963,train
10,train
5736,train
749,train
9408,train
9742,train
680,train
6277,train
3960,train
6154,train
8634,train
1761,train
4969,train
2766,train
5223,train
1971,train
9490,train
2879,train
1116,train
1500,train
928,train
9116,train
1153,train
4340,train
3767,train
9532,train
6880,train
1222,train
9282,train
6990,train
6080,train
9187,train
9427,train
4193,train
7170,train
6497,train
3121,train
9829,train
946,train
577,train
1706,train
1203,train
6793,train
1949,train
5866,train
9226,train
6864,train
7380,train
7907,train
2391,train
2480,train
1660,train
3753,train
1050,train
1082,train
1405,train
6650,train
2565,train
753,train
9340,train
8528,train
8914,train
8653,train
7589,train
90,train
5456,train
3083,train
425,train
5763,train
5387,train
6819,train
4440,train
8215,train
6092,train
7541,train
2510,train
6116,train
7166,train
4775,train
1684,train
9120,train
5506,train
3299,train
8750,train
6435,train
1979,train
848,train
3926,train
350,train
5386,train
6549,train
6783,train
3112,train
4490,train
4370,train
9130,train
6698,train
6987,train
3400,train
5622,train
1839,train
3162,train
274,train
7533,train
2429,train
9658,train
5305,train
6280,train
6986,train
1892,train
4876,train
5289,train
8261,train
2481,train
4835,train
9431,train
787,train
9487,train
2005,train
8667,train
5150,train
1310,train
3792,train
611,train
5142,train
2539,train
3467,train
3523,train
3940,train
8848,train
7710,train
8952,train
539,train
5546,train
7110,train
1375,train
6042,train
1677,train
809,train
1098,train
6958,train
341,train
1181,train
5273,train
7165,train
8966,train
3176,train
1007,train
8894,train
1635,train
2071,train
1440,train
7512,train
7738,train
2665,train
5842,train
6919,train
8004,train
1403,train
2432,train
1087,train
2542,train
8036,train
3805,train
5531,train
1083,train
2337,train
800,train
5481,train
4975,train
5672,train
1058,train
8867,train
9295,train
715,train
731,train
3396,train
8724,train
841,train
4696,train
1721,train
7388,train
8878,train
7706,train
8654,train
4976,train
6468,train
4593,train
1716,train
3699,train
1201,train
7371,train
7224,train
5606,train
8388,train
2329,train
9374,train
7712,train
2618,train
6730,train
7332,train
9647,train
6346,train
6770,train
759,train
2311,train
8146,train
2994,train
2675,train
121,train
3189,train
531,train
7109,train
6624,train
305,train
4466,train
8893,train
351,train
9254,train
9232,train
5442,train
8814,train
7120,train
2758,train
2406,train
1860,train
445,train
91,train
8236,train
7704,train
2286,train
5363,train
3742,train
8367,train
9925,train
6719,train
5115,train
7064,train
9746,train
5699,train
9922,train
4342,train
7232,train
3217,train
1887,train
8334,train
7182,train
4904,train
1890,train
2441,train
7635,train
2769,train
4367,train
7611,train
7809,train
1530,train
5354,train
3765,train
6832,train
2316,train
2715,train
2549,train
4747,train
6417,train
3398,train
5815,train
4450,train
3941,train
565,train
6950,train
7583,train
5541,train
5301,train
9291,train
4145,train
9392,train
7935,train
8347,train
3832,train
5729,train
8484,train
8933,train
2080,train
9458,train
1302,train
2442,train
5983,train
4189,train
1415,train
1031,train
1787,train
6481,train
5680,train
2132,train
7531,train
9266,train
6064,train
8443,train
4132,train
441,train
9828,train
5378,train
8030,train
3468,train
9212,train
498,train
7445,train
2705,train
8533,train
9080,train
2637,train
4515,train
6156,train
5282,train
6021,train
4771,train
4601,train
2389,train
4507,train
9558,train
2728,train
6786,train
2231,train
4805,train
8908,train
7914,train
725,train
1266,train
4032,train
8105,train
1523,train
109,train
2551,train
776,train
1447,train
467,train
1215,train
5812,train
5739,train
1896,train
7620,train
5778,train
3423,train
5338,train
8021,train
1637,train
2796,train
7970,train
4850,train
9289,train
2695,train
4036,train
1906,train
4316,train
3304,train
8861,train
1332,train
4059,train
1589,train
5903,train
6707,train
7601,train
8081,train
1962,train
9424,train
5195,train
3975,train
3675,train
8478,train
1454,train
3105,train
6940,train
5160,train
6960,train
1772,train
3779,train
4953,train
8982,train
8395,train
1646,train
3852,train
5745,train
9927,train
9687,train
3704,train
246,train
1740,train
8426,train
9330,train
5285,train
9637,train
6896,train
544,train
1980,train
4500,train
352,train
4129,train
4924,train
8134,train
971,train
9625,train
2109,train
3484,train
4704,train
5762,train
3303,train
216,train
5318,train
8048,train
7337,train
9190,train
9512,train
2213,train
8889,train
6011,train
5168,train
8179,train
727,train
2206,train
6970,train
1081,train
7135,train
6649,train
6767,train
2458,train
7156,train
5332,train
3336,train
644,train
943,train
2962,train
2995,train
3322,train
6577,train
1872,train
3983,train
448,train
4201,train
1702,train
3834,train
9091,train
2241,train
148,train
2881,train
7619,train
6927,train
9791,train
1371,train
2423,train
7493,train
382,train
8874,train
9056,train
7714,train
7143,train
8413,train
5559,train
1233,train
9883,train
9580,train
5360,train
449,train
7352,train
8532,train
2322,train
1501,train
7194,train
32,train
2893,train
925,train
8092,train
8648,train
1191,train
9806,train
3738,train
4411,train
9333,train
1780,train
4310,train
6496,train
9699,train
1951,train
2087,train
1452,train
251,train
4070,train
1902,train
2887,train
4804,train
4773,train
1333,train
7618,train
7394,train
7123,train
2916,train
4358,train
9591,train
2530,train
5125,train
8163,train
9660,train
7174,train
7402,train
833,train
3207,train
5278,train
6768,train
912,train
3067,train
4096,train
7076,train
4123,train
7473,train
7185,train
5457,train
4765,train
540,train
6911,train
6163,train
652,train
9242,train
774,train
6309,train
1172,train
4575,train
3000,train
5539,train
633,train
948,train
6827,train
9581,train
102,train
9453,train
632,train
8947,train
6399,train
3588,train
1164,train
8553,train
8175,train
6563,train
4296,train
3389,train
7190,train
2377,train
4840,train
1343,train
316,train
1497,train
8854,train
308,train
5290,train
2078,train
7904,train
4194,train
5931,train
734,train
1569,train
6723,train
9697,train
9572,train
6952,train
1102,train
9881,train
780,train
6100,train
8311,train
3004,train
1729,train
9127,train
5277,train
2616,train
6343,train
183,train
5068,train
2016,train
6010,train
6345,train
5849,train
9010,train
6526,train
1356,train
9955,train
4319,train
5656,train
3203,train
3868,train
6746,train
6478,train
2991,train
5976,train
7408,train
4868,train
3661,train
2764,train
5765,train
7981,train
6869,train
2490,train
6466,train
5144,train
6932,train
4665,train
8082,train
1342,train
6618,train
8019,train
4633,train
9442,train
4491,train
7631,train
3509,train
2816,train
502,train
2376,train
6098,train
7197,train
1864,train
9206,train
4623,train
5808,train
8128,train
777,train
1140,train
9989,train
6233,train
738,train
6984,train
4467,train
3133,train
7894,train
293,train
8986,train
4369,train
5382,train
4211,train
2270,train
1618,train
5066,train
5075,train
27,train
7144,train
6153,train
5321,train
5024,train
5583,train
9032,train
9743,train
3307,train
9230,train
9296,train
6836,train
8287,train
5686,train
2494,train
6178,train
8154,train
6822,train
3081,train
2804,train
4873,train
19,train
811,train
5962,train
1338,train
1331,train
1734,train
2548,train
1886,train
9035,train
9256,train
8972,train
3973,train
2517,train
5220,train
6212,train
8881,train
7640,train
7122,train
3352,train
8919,train
9183,train
1173,train
1251,train
3337,train
8639,train
2302,train
7409,train
3323,train
385,train
4755,train
6657,train
6059,train
5337,train
4278,train
6545,train
7193,train
3725,train
5015,train
9281,train
4762,train
720,train
4223,train
936,train
4016,train
4644,train
4125,train
8164,train
1873,train
5469,train
8059,train
515,train
5037,train
8743,train
2203,train
6772,train
2227,train
4326,train
2118,train
5493,train
2373,train
8398,train
9186,train
3657,train
78,train
2572,train
4746,train
9897,train
5145,train
2265,train
8958,train
2902,train
6035,train
3537,train
2696,train
1298,train
6854,train
5294,train
2635,train
323,train
4787,train
4073,train
9971,train
709,train
8659,train
3315,train
9585,train
3590,train
4117,train
1575,train
5825,train
9084,train
6380,train
901,train
5565,train
8643,train
9047,train
4930,train
6457,train
9042,train
8464,train
3222,train
8204,train
5714,train
3922,train
4625,train
2309,train
5118,train
7183,train
2607,train
398,train
3497,train
2727,train
1146,train
7893,train
9087,train
348,train
3271,train
2230,train
2815,train
5053,train
5180,train
5874,train
5880,train
2335,train
3953,train
8170,train
9089,train
3123,train
6324,train
550,train
9568,train
4289,train
8544,train
6419,train
2004,train
6047,train
4196,train
5257,train
7740,train
122,train
8025,train
379,train
1977,train
1084,train
9221,train
4995,train
8690,train
4121,train
541,train
8222,train
9156,train
7575,train
4044,train
3656,train
485,train
4269,train
1502,train
1100,train
6404,train
5324,train
9756,train
5407,train
6123,train
920,train
514,train
372,train
3048,train
7824,train
2823,train
1752,train
2224,train
3410,train
8931,train
2963,train
2849,train
1911,train
3012,train
2639,train
3450,train
5591,train
327,train
3668,train
8611,train
7184,train
5448,train
4496,train
5755,train
2384,train
8493,train
4234,train
9461,train
983,train
9491,train
3127,train
822,train
2792,train
6663,train
2120,train
1150,train
8270,train
2920,train
2541,train
4720,train
2141,train
6641,train
2976,train
6224,train
1733,train
4514,train
4561,train
3350,train
213,train
135,train
4776,train
2658,train
3735,train
2343,train
4730,train
8907,train
2064,train
9178,train
6388,train
318,train
551,train
4736,train
6936,train
4508,train
874,train
7391,train
8461,train
8361,train
235,train
830,train
9390,train
9123,train
2130,train
7204,train
995,train
1783,train
5558,train
1564,train
3138,train
7966,train
4302,train
2146,train
2001,train
1115,train
6371,train
4944,train
503,train
5111,train
3483,train
8751,train
7128,train
2189,train
7947,train
6141,train
3582,train
1779,train
8071,train
9559,train
2906,train
2667,train
7450,train
2894,train
2555,train
4142,train
7745,train
770,train
4068,train
8788,train
7213,train
8738,train
9368,train
6391,train
1691,train
2632,train
7006,train
6796,train
6916,train
4184,train
6402,train
639,train
9759,train
3182,train
236,train
1092,train
4781,train
1412,train
4489,train
7815,train
6180,train
3243,train
8609,train
5434,train
4368,train
5749,train
8613,train
6339,train
494,train
3038,train
3584,train
5782,train
9358,train
4379,train
7663,train
4413,train
8876,train
4590,train
3785,train
5618,train
3204,train
5865,train
4343,train
8101,train
1355,train
4366,train
8119,train
5292,train
6366,train
7458,train
4916,train
3988,train
2114,train
4715,train
1642,train
5034,train
2240,train
9246,train
3747,train
9508,train
8106,train
471,train
9630,train
4542,train
2930,train
1188,train
4974,train
4037,train
3749,train
1374,train
8877,train
1894,train
2737,train
736,train
7835,train
6191,train
3980,train
9582,train
1130,train
5288,train
3018,train
9210,train
7027,train
4020,train
7699,train
5159,train
5507,train
8052,train
9163,train
5641,train
322,train
3279,train
5789,train
2449,train
8696,train
3005,train
3239,train
2023,train
4147,train
4848,train
1120,train
6748,train
1707,train
2451,train
7270,train
8523,train
2752,train
7081,train
9293,train
5811,train
5967,train
5533,train
8510,train
4197,train
9126,train
9984,train
482,train
2495,train
9193,train
8581,train
742,train
1932,train
3945,train
4537,train
5917,train
7078,train
1028,train
1394,train
9895,train
7968,train
5536,train
4834,train
8003,train
520,train
1830,train
8671,train
4212,train
6533,train
6523,train
3407,train
1827,train
604,train
6639,train
5400,train
637,train
8077,train
8603,train
2393,train
2345,train
8642,train
2173,train
2642,train
9643,train
1804,train
9561,train
1927,train
3267,train
7936,train
1591,train
388,train
2990,train
859,train
8064,train
7888,train
9837,train
2937,train
8363,train
9260,train
2918,train
3250,train
8487,train
7148,train
7632,train
6930,train
2152,train
3698,train
8045,train
7909,train
4584,train
168,train
7341,train
9383,train
2681,train
1065,train
1522,train
2903,train
6251,train
9847,train
3355,train
1553,train
8177,train
4836,train
2975,train
3997,train
8338,train
9650,train
6200,train
4964,train
4171,train
911,train
3302,train
315,train
905,train
6081,train
7653,train
3111,train
6848,train
2598,train
4577,train
648,train
8399,train
4547,train
3174,train
2032,train
2640,train
7103,train
2650,train
9135,train
2621,train
9511,train
5143,train
8180,train
3555,train
8431,train
7587,train
4053,train
5361,train
1341,train
8985,train
5342,train
5059,train
1041,train
1287,train
1383,train
3056,train
5445,train
6892,train
3609,train
764,train
876,train
7811,train
6978,train
4001,train
7142,train
4596,train
1942,train
3574,train
1899,train
3996,train
8885,train
5263,train
1357,train
5756,train
2956,train
1759,train
9504,train
4146,train
9578,train
7298,train
6131,train
4483,train
271,train
8657,train
3717,train
5351,train
7630,train
6928,train
3844,train
1429,train
5702,train
337,train
5929,train
2742,train
1443,train
9676,train
3688,train
446,train
9920,train
2654,train
5833,train
4886,train
2688,train
5965,train
2299,train
2172,train
186,train
8990,train
164,train
125,train
4881,train
9639,train
7057,train
8111,train
6980,train
5422,train
1488,train
538,train
9618,train
3562,train
8185,train
2683,train
1262,train
1607,train
7433,train
1389,train
1281,train
4478,train
9150,train
7334,train
3504,train
377,train
7398,train
773,train
7171,train
1819,train
9952,train
2169,train
8031,train
3329,train
5509,train
7910,train
8678,train
3032,train
5124,train
4949,train
3354,train
6149,train
2486,train
3663,train
294,train
1578,train
6825,train
1555,train
1171,train
4188,train
751,train
4336,train
8198,train
7887,train
8337,train
8349,train
8131,train
1675,train
2015,train
4573,train
4642,train
2772,train
5907,train
2810,train
2684,train
4578,train
2997,train
8070,train
860,train
9720,train
8580,train
9648,train
5873,train
9537,train
3049,train
7574,train
5202,train
3141,train
4602,train
7457,train
2317,train
9683,train
7528,train
9736,train
7564,train
5761,train
4426,train
6413,train
2765,train
2999,train
958,train
9620,train
374,train
6732,train
8645,train
9810,train
6354,train
3952,train
6451,train
4662,train
3638,train
4663,train
1388,train
5012,train
6127,train
2773,train
3050,train
7206,train
600,train
1900,train
8242,train
1483,train
3873,train
3268,train
1256,train
6591,train
9092,train
3037,train
7113,train
10000,train
1984,train
5887,train
7469,train
6414,train
74,train
9019,train
2707,train
3579,train
7487,train
2178,train
7301,train
5649,train
1471,train
9162,train
2821,train
5432,train
3079,train
2690,train
3199,train
8868,train
3070,train
683,train
7750,train
2327,train
5264,train
3587,train
4829,train
3211,train
8182,train
266,train
1066,train
2053,train
9803,train
3345,train
4293,train
6082,train
3086,train
2613,train
8860,train
1747,train
3601,train
5643,train
7033,train
6635,train
3263,train
3060,train
6539,train
4392,train
582,train
8574,train
9588,train
3760,train
6203,train
3636,train
1205,train
9855,train
4803,train
1377,train
8760,train
5848,train
4219,train
9824,train
8917,train
5999,train
501,train
6334,train
6800,train
769,train
7603,train
1393,train
6076,train
9507,train
8872,train
4314,train
6231,train
1620,train
1584,train
9348,train
7252,train
7847,train
1319,train
7983,train
2497,train
3519,train
9605,train
9784,train
4069,train
8834,train
2055,train
3932,train
8823,train
2526,train
4528,train
1426,train
161,train
3586,train
7689,train
6438,train
1540,train
1998,train
826,train
3850,train
5446,train
1453,train
1920,train
8046,train
8341,train
8744,train
500,train
2540,train
144,train
5403,train
3031,train
5491,train
2671,train
6167,train
5405,train
6169,train
975,train
5966,train
8184,train
4520,train
1274,train
8229,train
3431,train
908,train
8327,train
4864,train
5743,train
9033,train
2876,train
4682,train
9615,train
7285,train
7251,train
5748,train
3404,train
8782,train
2666,train
7294,train
768,train
2123,train
4030,train
5832,train
4472,train
2741,train
9871,train
553,train
1466,train
6146,train
9577,train
3319,train
8108,train
6751,train
4114,train
3729,train
9950,train
6245,train
8178,train
285,train
1966,train
8012,train
5556,train
744,train
5913,train
3842,train
900,train
3502,train
529,train
4191,train
7839,train
4475,train
9751,train
8147,train
843,train
4517,train
5802,train
8447,train
5650,train
8780,train
9098,train
6769,train
1730,train
7235,train
3442,train
6260,train
6350,train
537,train
2636,train
1273,train
3905,train
5582,train
1002,train
2051,train
187,train
1545,train
1025,train
3043,train
4447,train
3252,train
477,train
1096,train
1903,train
5757,train
5939,train
5639,train
4261,train
442,train
8486,train
6667,train
7303,train
3634,train
2131,train
8138,train
3924,train
4027,train
9521,train
2254,train
6810,train
9603,train
5511,train
6617,train
9071,train
9685,train
4965,train
3257,train
4018,train
7048,train
5885,train
1227,train
7253,train
7012,train
98,train
5392,train
421,train
38,train
1576,train
7155,train
9250,train
2746,train
5073,train
2576,train
9815,train
2175,train
584,train
7074,train
6846,train
3291,train
2699,train
5005,train
3826,train
9179,train
9107,train
7831,train
3129,train
5054,train
6700,train
1019,train
7680,train
4761,train
489,train
2624,train
5471,train
6683,train
7530,train
4033,train
9942,train
6447,train
6507,train
3804,train
1193,train
1014,train
8465,train
9966,train
1141,train
2221,train
7959,train
5006,train
5088,train
739,train
8273,train
6000,train
8421,train
8469,train
6272,train
666,train
3326,train
8136,train
5221,train
5878,train
5759,train
8436,train
8114,train
5884,train
7928,train
8124,train
1163,train
8980,train
9085,train
9709,train
6852,train
5253,train
7104,train
7102,train
3938,train
110,train
5863,train
5047,train
2739,train
6826,train
8555,train
6562,train
4718,train
7759,train
6376,train
2135,train
6205,train
6699,train
5535,train
747,train
7268,train
5971,train
5593,train
2401,train
5449,train
7087,train
4612,train
9921,train
4973,train
656,train
7832,train
4320,train
2355,train
4929,train
3694,train
9034,train
2261,train
6902,train
9519,train
6426,train
2372,train
387,train
7141,train
4127,train
560,train
6956,train
5715,train
2074,train
4220,train
6374,train
5809,train
3963,train
8977,train
8822,train
5380,train
5295,train
3505,train
7994,train
7608,train
4640,train
6971,train
1011,train
8530,train
6373,train
7513,train
657,train
9653,train
4393,train
5601,train
5410,train
9299,train
3118,train
9347,train
3113,train
9668,train
4679,train
3734,train
2907,train
7507,train
8721,train
2697,train
9938,train
1219,train
5607,train
5272,train
6642,train
7134,train
7926,train
2174,train
6673,train
7537,train
6633,train
7386,train
366,train
4339,train
8646,train
4383,train
6086,train
1723,train
3360,train
2474,train
3124,train
1807,train
947,train
963,train
3828,train
9465,train
522,train
2098,train
590,train
863,train
3170,train
2853,train
5231,train
7761,train
1008,train
4104,train
80,train
6292,train
2057,train
4007,train
8174,train
7882,train
5528,train
1151,train
257,train
4717,train
4608,train
1170,train
3570,train
1411,train
1566,train
4893,train
9796,train
1650,train
4357,train
1520,train
4028,train
8153,train
6872,train
2993,train
1811,train
4905,train
7067,train
7282,train
6359,train
1985,train
3741,train
3409,train
4021,train
3978,train
7711,train
5225,train
417,train
6439,train
4170,train
5816,train
573,train
229,train
8596,train
8912,train
5723,train
6262,train
1386,train
137,train
2822,train
4874,train
283,train
6028,train
6889,train
4023,train
9005,train
4469,train
497,train
8473,train
6597,train
5713,train
5950,train
8097,train
5240,train
643,train
4786,train
6693,train
296,train
8304,train
9593,train
8047,train
6085,train
8333,train
7771,train
7838,train
9811,train
6420,train
6502,train
5984,train
1484,train
2079,train
8301,train
2587,train
8099,train
49,train
5800,train
8725,train
7242,train
5349,train
6962,train
966,train
3920,train
4133,train
9710,train
8975,train
8344,train
9397,train
4444,train
7638,train
355,train
931,train
3459,train
9433,train
8145,train
7162,train
2137,train
8983,train
8851,train
5350,train
3117,train
3245,train
5091,train
3812,train
4861,train
431,train
6537,train
7787,train
8023,train
6933,train
4395,train
458,train
7462,train
4914,train
3216,train
873,train
3493,train
50,train
4308,train
2983,train
3549,train
1529,train
8397,train
3388,train
5772,train
4115,train
9106,train
9520,train
3744,train
6429,train
3841,train
3491,train
2630,train
6525,train
9870,train
1542,train
6873,train
1282,train
6268,train
8999,train
799,train
5154,train
4760,train
3159,train
4616,train
3771,train
4753,train
9602,train
5186,train
7036,train
5737,train
5233,train
133,train
4767,train
5603,train
7578,train
1236,train
6499,train
2197,train
980,train
3128,train
3596,train
4997,train
2610,train
2102,train
6361,train
8227,train
1174,train
2832,train
163,train
8435,train
2496,train
8122,train
8960,train
1296,train
5359,train
2283,train
9172,train
2562,train
9234,train
9799,train
3969,train
6278,train
1963,train
9247,train
459,train
6794,train
3292,train
2121,train
219,train
8879,train
7054,train
396,train
8403,train
855,train
9689,train
6441,train
8901,train
6623,train
762,train
8820,train
8293,train
262,train
8033,train
9770,train
4614,train
1549,train
3082,train
2424,train
9265,train
7271,train
2280,train
7567,train
4506,train
5753,train
7726,train
9481,train
1741,train
439,train
2199,train
9552,train
821,train
5408,train
1683,train
1809,train
6165,train
934,train
1598,train
967,train
9059,train
3535,train
3719,train
4814,train
8535,train
8041,train
9238,train
4404,train
2379,train
8612,train
5826,train
9727,train
1773,train
8731,train
8022,train
8689,train
9303,train
3160,train
3028,train
7342,train
6449,train
3090,train
9670,train
6301,train
9272,train
8633,train
6104,train
92,train
6107,train
309,train
2009,train
5831,train
7326,train
3877,train
3781,train
3068,train
1656,train
5698,train
4389,train
7217,train
7425,train
7494,train
4400,train
44,train
8049,train
4831,train
6299,train
7522,train
3927,train
6020,train
7244,train
9189,train
2094,train
8614,train
2567,train
9125,train
4090,train
8866,train
6837,train
1001,train
9335,train
2909,train
6808,train
1237,train
3281,train
3950,train
998,train
9164,train
1602,train
5769,train
7001,train
1862,train
7349,train
6648,train
6048,train
3633,train
8246,train
7405,train
2825,train
2674,train
4435,train
368,train
9022,train
416,train
6044,train
9278,train
521,train
3097,train
4638,train
8719,train
218,train
8057,train
3810,train
7486,train
9345,train
4354,train
3412,train
6555,train
7420,train
711,train
7046,train
77,train
7256,train
8495,train
410,train
6440,train
6637,train
7363,train
8102,train
3151,train
9928,train
6232,train
7070,train
5916,train
5766,train
6535,train
1869,train
9575,train
4821,train
2312,train
636,train
5462,train
3225,train
2325,train
6619,train
9983,train
5500,train
2600,train
2901,train
8207,train
7817,train
1010,train
7869,train
4792,train
6214,train
2811,train
6778,train
1213,train
7984,train
250,train
4957,train
5859,train
3311,train
4097,train
3929,train
2780,train
7092,train
6895,train
7489,train
3611,train
6132,train
1220,train
9769,train
7718,train
6994,train
5080,train
9181,train
9959,train
7717,train
2347,train
6101,train
2670,train
1436,train
8962,train
3066,train
3673,train
8665,train
3294,train
6689,train
702,train
4432,train
3075,train
3507,train
6795,train
7411,train
8703,train
8084,train
4338,train
1821,train
4279,train
2749,train
2447,train
4214,train
7202,train
3051,train
8991,train
1067,train
3426,train
7173,train
8754,train
6891,train
1694,train
506,train
7990,train
1889,train
6906,train
6926,train
6160,train
9545,train
9896,train
8539,train
41,train
9953,train
7874,train
6386,train
63,train
8152,train
6189,train
510,train
5451,train
209,train
3021,train
174,train
2063,train
3823,train
9440,train
4038,train
3560,train
5552,train
2244,train
6742,train
1108,train
9355,train
9766,train
8840,train
4315,train
8072,train
2246,train
8220,train
6546,train
8812,train
5744,train
3343,train
6089,train
5138,train
1465,train
7343,train
7557,train
7077,train
1877,train
6425,train
6721,train
9213,train
6370,train
6305,train
1003,train
3275,train
7382,train
713,train
2310,train
4251,train
5581,train
2927,train
4599,train
2895,train
4739,train
4277,train
9119,train
4106,train
4651,train
1907,train
2605,train
650,train
1897,train
9671,train
1495,train
8410,train
2531,train
2617,train
6239,train
7040,train
3840,train
59,train
9086,train
9672,train
3913,train
7498,train
4856,train
1078,train
245,train
2704,train
2251,train
8221,train
9557,train
2783,train
6313,train
3364,train
3567,train
7684,train
7755,train
8442,train
4312,train
6256,train
8561,train
7791,train
8964,train
8369,train
1975,train
6115,train
7140,train
7652,train
2201,train
149,train
6773,train
189,train
8313,train
7335,train
3284,train
5453,train
6817,train
7125,train
2008,train
8641,train
7328,train
6348,train
1748,train
3761,train
1611,train
828,train
7812,train
5490,train
486,train
4158,train
8247,train
1183,train
8548,train
1521,train
5764,train
8862,train
4660,train
9839,train
1844,train
1243,train
6108,train
8275,train
1476,train
117,train
996,train
3444,train
679,train
7592,train
2710,train
7870,train
5829,train
5651,train
188,train
4756,train
4691,train
9818,train
2126,train
8466,train
3169,train
5427,train
2489,train
8286,train
5041,train
1507,train
8954,train
7693,train
2593,train
1794,train
8107,train
340,train
434,train
8073,train
8512,train
5521,train
7374,train
2025,train
1289,train
2012,train
4487,train
1292,train
5072,train
6063,train
7375,train
5000,train
1833,train
1241,train
701,train
7814,train
258,train
3164,train
2029,train
9321,train
233,train
4972,train
1791,train
4067,train
6287,train
4799,train
7442,train
5014,train
6075,train
5082,train
6016,train
6951,train
5492,train
7378,train
2402,train
1186,train
5175,train
6654,train
4439,train
5592,train
2400,train
6162,train
8325,train
5020,train
6295,train
7432,train
3598,train
6288,train
2366,train
2574,train
6378,train
6957,train
8266,train
8708,train
7,train
7952,train
5610,train
7272,train
331,train
1916,train
8121,train
1850,train
1713,train
534,train
2191,train
8846,train
9597,train
8437,train
4429,train
4860,train
2978,train
5527,train
1692,train
9285,train
9970,train
3884,train
9318,train
5989,train
4181,train
2290,train
8414,train
4494,train
8546,train
5484,train
298,train
5397,train
8276,train
4305,train
8570,train
8627,train
7455,train
3890,train
5970,train
9501,train
8857,train
8882,train
6516,train
5196,train
4983,train
9169,train
7713,train
6357,train
2868,train
3300,train
4088,train
51,train
1587,train
7736,train
8312,train
6303,train
1904,train
6030,train
1634,train
9809,train
2841,train
7441,train
8652,train
9638,train
7779,train
7039,train
8037,train
5908,train
2951,train
6969,train
9057,train
9422,train
6785,train
7535,train
3432,train
3547,train
3276,train
9499,train
8701,train
5381,train
7848,train
3778,train
7038,train
279,train
55,train
8,train
9477,train
6845,train
1582,train
1206,train
1135,train
2380,train
9698,train
5362,train
5461,train
4140,train
7785,train
7934,train
4076,train
9748,train
150,train
1654,train
4072,train
1764,train
3597,train
5796,train
4210,train
436,train
1743,train
6586,train
6844,train
1144,train
6396,train
8686,train
2405,train
2392,train
1479,train
479,train
1592,train
8213,train
1535,train
9309,train
9320,train
788,train
4360,train
9027,train
2208,train
6269,train
7895,train
3556,train
6608,train
881,train
3639,train
8043,train
1744,train
6696,train
6070,train
7022,train
424,train
4901,train
143,train
1640,train
3552,train
8981,train
653,train
3800,train
408,train
8371,train
2875,train
2629,train
9248,train
243,train
203,train
6411,train
7609,train
6907,train
1690,train
1364,train
1756,train
6975,train
4909,train
3014,train
7440,train
6282,train
5384,train
173,train
7536,train
5798,train
8307,train
5560,train
5595,train
2390,train
1531,train
8567,train
587,train
7139,train
5503,train
9109,train
4641,train
9006,train
8016,train
6347,train
6716,train
7470,train
3449,train
8412,train
1758,train
1799,train
2712,train
1496,train
8253,train
8200,train
9236,train
3452,train
8172,train
9139,train
5317,train
5940,train
8987,train
9011,train
4263,train
5425,train
3236,train
6027,train
954,train
9346,train
8554,train
3968,train
7246,train
5914,train
875,train
3907,train
1062,train
730,train
4454,train
3016,train
260,train
8899,train
9960,train
5250,train
3879,train
3956,train
2284,train
6684,train
6921,train
5994,train
1439,train
4258,train
8212,train
1076,train
3440,train
5274,train
743,train
2061,train
1180,train
2870,train
5476,train
4816,train
1299,train
5204,train
7863,train
7880,train
4932,train
3446,train
6894,train
7613,train
8225,train
1230,train
2108,train
2485,train
6423,train
3732,train
8831,train
