sentence_id,sentence,n_digits
b_2180,small red 934,3
b_2181,small blue 934,3
b_2182,small green 934,3
b_2183,small yellow 934,3
b_2184,large red 545,3
b_2185,large blue 545,3
b_2186,large green 545,3
b_2187,large yellow 545,3
b_2188,small red 545,3
b_2189,small blue 545,3
b_2190,small green 545,3
b_2191,small yellow 545,3
b_2192,large red 261,3
b_2193,large blue 261,3
b_2194,large green 261,3
b_2195,large yellow 261,3
b_2196,small red 261,3
b_2197,small blue 261,3
b_2198,small green 261,3
b_2199,small yellow 261,3
b_2200,large red 916,3
b_2201,large blue 916,3
b_2202,large green 916,3
b_2203,large yellow 916,3
b_2204,small red 916,3
b_2205,small blue 916,3
b_2206,small green 916,3
b_2207,small yellow 916,3
b_2208,large red 103,3
b_2209,large blue 103,3
b_2210,large green 103,3
b_2211,large yellow 103,3
b_2212,small red 103,3
b_2213,small blue 103,3
b_2214,small green 103,3
b_2215,small yellow 103,3
b_2216,large red 865,3
b_2217,large blue 865,3
b_2218,large green 865,3
b_2219,large yellow 865,3
b_2220,small red 865,3
b_2221,small blue 865,3
b_2222,small green 865,3
b_2223,small yellow 865,3
b_2224,large red 612,3
b_2225,large blue 612,3
b_2226,large green 612,3
b_2227,large yellow 612,3
b_2228,small red 612,3
b_2229,small blue 612,3
b_2230,small green 612,3
b_2231,small yellow 612,3
b_2232,large red 282,3
b_2233,large blue 282,3
b_2234,large green 282,3
b_2235,large yellow 282,3
b_2236,small red 282,3
b_2237,small blue 282,3
b_2238,small green 282,3
b_2239,small yellow 282,3
b_2240,large red 619,3
b_2241,large blue 619,3
b_2242,large green 619,3
b_2243,large yellow 619,3
b_2244,small red 619,3
b_2245,small blue 619,3
b_2246,small green 619,3
b_2247,small yellow 619,3
b_2248,large red 208,3
b_2249,large blue 208,3
b_2250,large green 208,3
b_2251,large yellow 208,3
b_2252,small red 208,3
b_2253,small blue 208,3
b_2254,small green 208,3
b_2255,small yellow 208,3
b_2256,large red 740,3
b_2257,large blue 740,3
b_2258,large green 740,3
b_2259,large yellow 740,3
b_2260,small red 740,3
b_2261,small blue 740,3
b_2262,small green 740,3
b_2263,small yellow 740,3
b_2264,large red 405,3
b_2265,large blue 405,3
b_2266,large green 405,3
b_2267,large yellow 405,3
b_2268,small red 405,3
b_2269,small blue 405,3
b_2270,small green 405,3
b_2271,small yellow 405,3
b_2272,large red 999,3
b_2273,large blue 999,3
b_2274,large green 999,3
b_2275,large yellow 999,3
b_2276,small red 999,3
b_2277,small blue 999,3
b_2278,small green 999,3
b_2279,small yellow 999,3
b_2280,large red 907,3
b_2281,large blue 907,3
b_2282,large green 907,3
b_2283,large yellow 907,3
b_2284,small red 907,3
b_2285,small blue 907,3
b_2286,small green 907,3
b_2287,small yellow 907,3
b_2288,large red 903,3
b_2289,large blue 903,3
b_2290,large green 903,3
b_2291,large yellow 903,3
b_2292,small red 903,3
b_2293,small blue 903,3
b_2294,small green 903,3
b_2295,small yellow 903,3
b_2296,large red 974,3
b_2297,large blue 974,3
b_2298,large green 974,3
b_2299,large yellow 974,3
b_2300,small red 974,3
b_2301,small blue 974,3
b_2302,small green 974,3
b_2303,small yellow 974,3
b_2304,large red 849,3
b_2305,large blue 849,3
b_2306,large green 849,3
b_2307,large yellow 849,3
b_2308,small red 849,3
b_2309,small blue 849,3
b_2310,small green 849,3
b_2311,small yellow 849,3
b_2312,large red 482,3
b_2313,large blue 482,3
b_2314,large green 482,3
b_2315,large yellow 482,3
b_2316,small red 482,3
b_2317,small blue 482,3
b_2318,small green 482,3
b_2319,small yellow 482,3
b_2320,large red 265,3
b_2321,large blue 265,3
b_2322,large green 265,3
b_2323,large yellow 265,3
b_2324,small red 265,3
b_2325,small blue 265,3
b_2326,small green 265,3
b_2327,small yellow 265,3
b_2328,large red 652,3
b_2329,large blue 652,3
b_2330,large green 652,3
b_2331,large yellow 652,3
b_2332,small red 652,3
b_2333,small blue 652,3
b_2334,small green 652,3
b_2335,small yellow 652,3
b_2336,large red 643,3
b_2337,large blue 643,3
b_2338,large green 643,3
b_2339,large yellow 643,3
b_2340,small red 643,3
b_2341,small blue 643,3
b_2342,small green 643,3
b_2343,small yellow 643,3
b_2344,large red 100,3
b_2345,large blue 100,3
b_2346,large green 100,3
b_2347,large yellow 100,3
b_2348,small red 100,3
b_2349,small blue 100,3
b_2350,small green 100,3
b_2351,small yellow 100,3
b_2352,large red 713,3
b_2353,large blue 713,3
b_2354,large green 713,3
b_2355,large yellow 713,3
b_2356,small red 713,3
b_2357,small blue 713,3
b_2358,small green 713,3
b_2359,small yellow 713,3
b_2360,large red 431,3
b_2361,large blue 431,3
b_2362,large green 431,3
b_2363,large yellow 431,3
b_2364,small red 431,3
b_2365,small blue 431,3
b_2366,small green 431,3
b_2367,small yellow 431,3
b_2368,large red 600,3
b_2369,large blue 600,3
b_2370,large green 600,3
b_2371,large yellow 600,3
b_2372,small red 600,3
b_2373,small blue 600,3
b_2374,small green 600,3
b_2375,small yellow 600,3
b_2376,large red 119,3
b_2377,large blue 119,3
b_2378,large green 119,3
b_2379,large yellow 119,3
b_2380,small red 119,3
b_2381,small blue 119,3
b_2382,small green 119,3
b_2383,small yellow 119,3
b_2384,large red 827,3
b_2385,large blue 827,3
b_2386,large green 827,3
b_2387,large yellow 827,3
b_2388,small red 827,3
b_2389,small blue 827,3
b_2390,small green 827,3
b_2391,small yellow 827,3
b_2392,large red 471,3
b_2393,large blue 471,3
b_2394,large green 471,3
b_2395,large yellow 471,3
b_2396,small red 471,3
b_2397,small blue 471,3
b_2398,small green 471,3
b_2399,small yellow 471,3
b_2400,large red 414,3
b_2401,large blue 414,3
b_2402,large green 414,3
b_2403,large yellow 414,3
b_2404,small red 414,3
b_2405,small blue 414,3
b_2406,small green 414,3
b_2407,small yellow 414,3
b_2408,large red 345,3
b_2409,large blue 345,3
b_2410,large green 345,3
b_2411,large yellow 345,3
b_2412,small red 345,3
b_2413,small blue 345,3
b_2414,small green 345,3
b_2415,small yellow 345,3
b_2416,large red 159,3
b_2417,large blue 159,3
b_2418,large green 159,3
b_2419,large yellow 159,3
b_2420,small red 159,3
b_2421,small blue 159,3
b_2422,small green 159,3
b_2423,small yellow 159,3
b_2424,large red 346,3
b_2425,large blue 346,3
b_2426,large green 346,3
b_2427,large yellow 346,3
b_2428,small red 346,3
b_2429,small blue 346,3
b_2430,small green 346,3
b_2431,small yellow 346,3
b_2432,large red 878,3
b_2433,large blue 878,3
b_2434,large green 878,3
b_2435,large yellow 878,3
b_2436,small red 878,3
b_2437,small blue 878,3
b_2438,small green 878,3
b_2439,small yellow 878,3
b_2440,large red 936,3
b_2441,large blue 936,3
b_2442,large green 936,3
b_2443,large yellow 936,3
b_2444,small red 936,3
b_2445,small blue 936,3
b_2446,small green 936,3
b_2447,small yellow 936,3
b_2448,large red 187,3
b_2449,large blue 187,3
b_2450,large green 187,3
b_2451,large yellow 187,3
b_2452,small red 187,3
b_2453,small blue 187,3
b_2454,small green 187,3
b_2455,small yellow 187,3
b_2456,large red 597,3
b_2457,large blue 597,3
b_2458,large green 597,3
b_2459,large yellow 597,3
b_2460,small red 597,3
b_2461,small blue 597,3
b_2462,small green 597,3
b_2463,small yellow 597,3
b_2464,large red 170,3
b_2465,large blue 170,3
b_2466,large green 170,3
b_2467,large yellow 170,3
b_2468,small red 170,3
b_2469,small blue 170,3
b_2470,small green 170,3
b_2471,small yellow 170,3
b_2472,large red 645,3
b_2473,large blue 645,3
b_2474,large green 645,3
b_2475,large yellow 645,3
b_2476,small red 645,3
b_2477,small blue 645,3
b_2478,small green 645,3
b_2479,small yellow 645,3
b_2480,large red 228,3
b_2481,large blue 228,3
b_2482,large green 228,3
b_2483,large yellow 228,3
b_2484,small red 228,3
b_2485,small blue 228,3
b_2486,small green 228,3
b_2487,small yellow 228,3
b_2488,large red 231,3
b_2489,large blue 231,3
b_2490,large green 231,3
b_2491,large yellow 231,3
b_2492,small red 231,3
b_2493,small blue 231,3
b_2494,small green 231,3
b_2495,small yellow 231,3
b_2496,large red 775,3
b_2497,large blue 775,3
b_2498,large green 775,3
b_2499,large yellow 775,3
b_2500,small red 775,3
b_2501,small blue 775,3
b_2502,small green 775,3
b_2503,small yellow 775,3
b_2504,large red 586,3
b_2505,large blue 586,3
b_2506,large green 586,3
b_2507,large yellow 586,3
b_2508,small red 586,3
b_2509,small blue 586,3
b_2510,small green 586,3
b_2511,small yellow 586,3
b_2512,large red 662,3
b_2513,large blue 662,3
b_2514,large green 662,3
b_2515,large yellow 662,3
b_2516,small red 662,3
b_2517,small blue 662,3
b_2518,small green 662,3
b_2519,small yellow 662,3
b_2520,large red 269,3
b_2521,large blue 269,3
b_2522,large green 269,3
b_2523,large yellow 269,3
b_2524,small red 269,3
b_2525,small blue 269,3
b_2526,small green 269,3
b_2527,small yellow 269,3
b_2528,large red 868,3
b_2529,large blue 868,3
b_2530,large green 868,3
b_2531,large yellow 868,3
b_2532,small red 868,3
b_2533,small blue 868,3
b_2534,small green 868,3
b_2535,small yellow 868,3
b_2536,large red 640,3
b_2537,large blue 640,3
b_2538,large green 640,3
b_2539,large yellow 640,3
b_2540,small red 640,3
b_2541,small blue 640,3
b_2542,small green 640,3
b_2543,small yellow 640,3
b_2544,large red 721,3
b_2545,large blue 721,3
b_2546,large green 721,3
b_2547,large yellow 721,3
b_2548,small red 721,3
b_2549,small blue 721,3
b_2550,small green 721,3
b_2551,small yellow 721,3
b_2552,large red 533,3
b_2553,large blue 533,3
b_2554,large green 533,3
b_2555,large yellow 533,3
b_2556,small red 533,3
b_2557,small blue 533,3
b_2558,small green 533,3
b_2559,small yellow 533,3
b_2560,large red 879,3
b_2561,large blue 879,3
b_2562,large green 879,3
b_2563,large yellow 879,3
b_2564,small red 879,3
b_2565,small blue 879,3
b_2566,small green 879,3
b_2567,small yellow 879,3
b_2568,large red 807,3
b_2569,large blue 807,3
b_2570,large green 807,3
b_2571,large yellow 807,3
b_2572,small red 807,3
b_2573,small blue 807,3
b_2574,small green 807,3
b_2575,small yellow 807,3
b_2576,large red 305,3
b_2577,large blue 305,3
b_2578,large green 305,3
b_2579,large yellow 305,3
b_2580,small red 305,3
b_2581,small blue 305,3
b_2582,small green 305,3
b_2583,small yellow 305,3
b_2584,large red 419,3
b_2585,large blue 419,3
b_2586,large green 419,3
b_2587,large yellow 419,3
b_2588,small red 419,3
b_2589,small blue 419,3
b_2590,small green 419,3
b_2591,small yellow 419,3
b_2592,large red 988,3
b_2593,large blue 988,3
b_2594,large green 988,3
b_2595,large yellow 988,3
b_2596,small red 988,3
b_2597,small blue 988,3
b_2598,small green 988,3
b_2599,small yellow 988,3
b_2600,large red 972,3
b_2601,large blue 972,3
b_2602,large green 972,3
b_2603,large yellow 972,3
b_2604,small red 972,3
b_2605,small blue 972,3
b_2606,small green 972,3
b_2607,small yellow 972,3
b_2608,large red 809,3
b_2609,large blue 809,3
b_2610,large green 809,3
b_2611,large yellow 809,3
b_2612,small red 809,3
b_2613,small blue 809,3
b_2614,small green 809,3
b_2615,small yellow 809,3
b_2616,large red 548,3
b_2617,large blue 548,3
b_2618,large green 548,3
b_2619,large yellow 548,3
b_2620,small red 548,3
b_2621,small blue 548,3
b_2622,small green 548,3
b_2623,small yellow 548,3
b_2624,large red 629,3
b_2625,large blue 629,3
b_2626,large green 629,3
b_2627,large yellow 629,3
b_2628,small red 629,3
b_2629,small blue 629,3
b_2630,small green 629,3
b_2631,small yellow 629,3
b_2632,large red 562,3
b_2633,large blue 562,3
b_2634,large green 562,3
b_2635,large yellow 562,3
b_2636,small red 562,3
b_2637,small blue 562,3
b_2638,small green 562,3
b_2639,small yellow 562,3
b_2640,large red 223,3
b_2641,large blue 223,3
b_2642,large green 223,3
b_2643,large yellow 223,3
b_2644,small red 223,3
b_2645,small blue 223,3
b_2646,small green 223,3
b_2647,small yellow 223,3
b_2648,large red 353,3
b_2649,large blue 353,3
b_2650,large green 353,3
b_2651,large yellow 353,3
b_2652,small red 353,3
b_2653,small blue 353,3
b_2654,small green 353,3
b_2655,small yellow 353,3
b_2656,large red 330,3
b_2657,large blue 330,3
b_2658,large green 330,3
b_2659,large yellow 330,3
b_2660,small red 330,3
b_2661,small blue 330,3
b_2662,small green 330,3
b_2663,small yellow 330,3
b_2664,large red 843,3
b_2665,large blue 843,3
b_2666,large green 843,3
b_2667,large yellow 843,3
b_2668,small red 843,3
b_2669,small blue 843,3
b_2670,small green 843,3
b_2671,small yellow 843,3
b_2672,large red 446,3
b_2673,large blue 446,3
b_2674,large green 446,3
b_2675,large yellow 446,3
b_2676,small red 446,3
b_2677,small blue 446,3
b_2678,small green 446,3
b_2679,small yellow 446,3
b_2680,large red 121,3
b_2681,large blue 121,3
b_2682,large green 121,3
b_2683,large yellow 121,3
b_2684,small red 121,3
b_2685,small blue 121,3
b_2686,small green 121,3
b_2687,small yellow 121,3
b_2688,large red 702,3
b_2689,large blue 702,3
b_2690,large green 702,3
b_2691,large yellow 702,3
b_2692,small red 702,3
b_2693,small blue 702,3
b_2694,small green 702,3
b_2695,small yellow 702,3
b_2696,large red 667,3
b_2697,large blue 667,3
b_2698,large green 667,3
b_2699,large yellow 667,3
b_2700,small red 667,3
b_2701,small blue 667,3
b_2702,small green 667,3
b_2703,small yellow 667,3
b_2704,large red 335,3
b_2705,large blue 335,3
b_2706,large green 335,3
b_2707,large yellow 335,3
b_2708,small red 335,3
b_2709,small blue 335,3
b_2710,small green 335,3
b_2711,small yellow 335,3
b_2712,large red 762,3
b_2713,large blue 762,3
b_2714,large green 762,3
b_2715,large yellow 762,3
b_2716,small red 762,3
b_2717,small blue 762,3
b_2718,small green 762,3
b_2719,small yellow 762,3
b_2720,large red 968,3
b_2721,large blue 968,3
b_2722,large green 968,3
b_2723,large yellow 968,3
b_2724,small red 968,3
b_2725,small blue 968,3
b_2726,small green 968,3
b_2727,small yellow 968,3
b_2728,large red 107,3
b_2729,large blue 107,3
b_2730,large green 107,3
b_2731,large yellow 107,3
b_2732,small red 107,3
b_2733,small blue 107,3
b_2734,small green 107,3
b_2735,small yellow 107,3
b_2736,large red 172,3
b_2737,large blue 172,3
b_2738,large green 172,3
b_2739,large yellow 172,3
b_2740,small red 172,3
b_2741,small blue 172,3
b_2742,small green 172,3
b_2743,small yellow 172,3
b_2744,large red 746,3
b_2745,large blue 746,3
b_2746,large green 746,3
b_2747,large yellow 746,3
b_2748,small red 746,3
b_2749,small blue 746,3
b_2750,small green 746,3
b_2751,small yellow 746,3
b_2752,large red 160,3
b_2753,large blue 160,3
b_2754,large green 160,3
b_2755,large yellow 160,3
b_2756,small red 160,3
b_2757,small blue 160,3
b_2758,small green 160,3
b_2759,small yellow 160,3
b_2760,large red 885,3
b_2761,large blue 885,3
b_2762,large green 885,3
b_2763,large yellow 885,3
b_2764,small red 885,3
b_2765,small blue 885,3
b_2766,small green 885,3
b_2767,small yellow 885,3
b_2768,large red 169,3
b_2769,large blue 169,3
b_2770,large green 169,3
b_2771,large yellow 169,3
b_2772,small red 169,3
b_2773,small blue 169,3
b_2774,small green 169,3
b_2775,small yellow 169,3
b_2776,large red 884,3
b_2777,large blue 884,3
b_2778,large green 884,3
b_2779,large yellow 884,3
b_2780,small red 884,3
b_2781,small blue 884,3
b_2782,small green 884,3
b_2783,small yellow 884,3
b_2784,large red 438,3
b_2785,large blue 438,3
b_2786,large green 438,3
b_2787,large yellow 438,3
b_2788,small red 438,3
b_2789,small blue 438,3
b_2790,small green 438,3
b_2791,small yellow 438,3
b_2792,large red 829,3
b_2793,large blue 829,3
b_2794,large green 829,3
b_2795,large yellow 829,3
b_2796,small red 829,3
b_2797,small blue 829,3
b_2798,small green 829,3
b_2799,small yellow 829,3
b_2800,large red 626,3
b_2801,large blue 626,3
b_2802,large green 626,3
b_2803,large yellow 626,3
b_2804,small red 626,3
b_2805,small blue 626,3
b_2806,small green 626,3
b_2807,small yellow 626,3
b_2808,large red 343,3
b_2809,large blue 343,3
b_2810,large green 343,3
b_2811,large yellow 343,3
b_2812,small red 343,3
b_2813,small blue 343,3
b_2814,small green 343,3
b_2815,small yellow 343,3
b_2816,large red 385,3
b_2817,large blue 385,3
b_2818,large green 385,3
b_2819,large yellow 385,3
b_2820,small red 385,3
b_2821,small blue 385,3
b_2822,small green 385,3
b_2823,small yellow 385,3
b_2824,large red 791,3
b_2825,large blue 791,3
b_2826,large green 791,3
b_2827,large yellow 791,3
b_2828,small red 791,3
b_2829,small blue 791,3
b_2830,small green 791,3
b_2831,small yellow 791,3
b_2832,large red 319,3
b_2833,large blue 319,3
b_2834,large green 319,3
b_2835,large yellow 319,3
b_2836,small red 319,3
b_2837,small blue 319,3
b_2838,small green 319,3
b_2839,small yellow 319,3
b_2840,large red 961,3
b_2841,large blue 961,3
b_2842,large green 961,3
b_2843,large yellow 961,3
b_2844,small red 961,3
b_2845,small blue 961,3
b_2846,small green 961,3
b_2847,small yellow 961,3
b_2848,large red 235,3
b_2849,large blue 235,3
b_2850,large green 235,3
b_2851,large yellow 235,3
b_2852,small red 235,3
b_2853,small blue 235,3
b_2854,small green 235,3
b_2855,small yellow 235,3
b_2856,large red 684,3
b_2857,large blue 684,3
b_2858,large green 684,3
b_2859,large yellow 684,3
b_2860,small red 684,3
b_2861,small blue 684,3
b_2862,small green 684,3
b_2863,small yellow 684,3
b_2864,large red 690,3
b_2865,large blue 690,3
b_2866,large green 690,3
b_2867,large yellow 690,3
b_2868,small red 690,3
b_2869,small blue 690,3
b_2870,small green 690,3
b_2871,small yellow 690,3
b_2872,large red 584,3
b_2873,large blue 584,3
b_2874,large green 584,3
b_2875,large yellow 584,3
b_2876,small red 584,3
b_2877,small blue 584,3
b_2878,small green 584,3
b_2879,small yellow 584,3
b_2880,large red 348,3
b_2881,large blue 348,3
b_2882,large green 348,3
b_2883,large yellow 348,3
b_2884,small red 348,3
b_2885,small blue 348,3
b_2886,small green 348,3
b_2887,small yellow 348,3
b_2888,large red 739,3
b_2889,large blue 739,3
b_2890,large green 739,3
b_2891,large yellow 739,3
b_2892,small red 739,3
b_2893,small blue 739,3
b_2894,small green 739,3
b_2895,small yellow 739,3
b_2896,large red 516,3
b_2897,large blue 516,3
b_2898,large green 516,3
b_2899,large yellow 516,3
b_2900,small red 516,3
b_2901,small blue 516,3
b_2902,small green 516,3
b_2903,small yellow 516,3
b_2904,large red 294,3
b_2905,large blue 294,3
b_2906,large green 294,3
b_2907,large yellow 294,3
b_2908,small red 294,3
b_2909,small blue 294,3
b_2910,small green 294,3
b_2911,small yellow 294,3
b_2912,large red 196,3
b_2913,large blue 196,3
b_2914,large green 196,3
b_2915,large yellow 196,3
b_2916,small red 196,3
b_2917,small blue 196,3
b_2918,small green 196,3
b_2919,small yellow 196,3
b_2920,large red 948,3
b_2921,large blue 948,3
b_2922,large green 948,3
b_2923,large yellow 948,3
b_2924,small red 948,3
b_2925,small blue 948,3
b_2926,small green 948,3
b_2927,small yellow 948,3
b_2928,large red 541,3
b_2929,large blue 541,3
b_2930,large green 541,3
b_2931,large yellow 541,3
b_2932,small red 541,3
b_2933,small blue 541,3
b_2934,small green 541,3
b_2935,small yellow 541,3
b_2936,large red 462,3
b_2937,large blue 462,3
b_2938,large green 462,3
b_2939,large yellow 462,3
b_2940,small red 462,3
b_2941,small blue 462,3
b_2942,small green 462,3
b_2943,small yellow 462,3
b_2944,large red 779,3
b_2945,large blue 779,3
b_2946,large green 779,3
b_2947,large yellow 779,3
b_2948,small red 779,3
b_2949,small blue 779,3
b_2950,small green 779,3
b_2951,small yellow 779,3
b_2952,large red 520,3
b_2953,large blue 520,3
b_2954,large green 520,3
b_2955,large yellow 520,3
b_2956,small red 520,3
b_2957,small blue 520,3
b_2958,small green 520,3
b_2959,small yellow 520,3
b_2960,large red 578,3
b_2961,large blue 578,3
b_2962,large green 578,3
b_2963,large yellow 578,3
b_2964,small red 578,3
b_2965,small blue 578,3
b_2966,small green 578,3
b_2967,small yellow 578,3
b_2968,large red 155,3
b_2969,large blue 155,3
b_2970,large green 155,3
b_2971,large yellow 155,3
b_2972,small red 155,3
b_2973,small blue 155,3
b_2974,small green 155,3
b_2975,small yellow 155,3
b_2976,large red 200,3
b_2977,large blue 200,3
b_2978,large green 200,3
b_2979,large yellow 200,3
b_2980,small red 200,3
b_2981,small blue 200,3
b_2982,small green 200,3
b_2983,small yellow 200,3
b_2984,large red 162,3
b_2985,large blue 162,3
b_2986,large green 162,3
b_2987,large yellow 162,3
b_2988,small red 162,3
b_2989,small blue 162,3
b_2990,small green 162,3
b_2991,small yellow 162,3
b_2992,large red 512,3
b_2993,large blue 512,3
b_2994,large green 512,3
b_2995,large yellow 512,3
b_2996,small red 512,3
b_2997,small blue 512,3
b_2998,small green 512,3
b_2999,small yellow 512,3
b_3000,large red 447,3
b_3001,large blue 447,3
b_3002,large green 447,3
b_3003,large yellow 447,3
b_3004,small red 447,3
b_3005,small blue 447,3
b_3006,small green 447,3
b_3007,small yellow 447,3
b_3008,large red 211,3
b_3009,large blue 211,3
b_3010,large green 211,3
b_3011,large yellow 211,3
b_3012,small red 211,3
b_3013,small blue 211,3
b_3014,small green 211,3
b_3015,small yellow 211,3
b_3016,large red 354,3
b_3017,large blue 354,3
b_3018,large green 354,3
b_3019,large yellow 354,3
b_3020,small red 354,3
b_3021,small blue 354,3
b_3022,small green 354,3
b_3023,small yellow 354,3
b_3024,large red 929,3
b_3025,large blue 929,3
b_3026,large green 929,3
b_3027,large yellow 929,3
b_3028,small red 929,3
b_3029,small blue 929,3
b_3030,small green 929,3
b_3031,small yellow 929,3
b_3032,large red 735,3
b_3033,large blue 735,3
b_3034,large green 735,3
b_3035,large yellow 735,3
b_3036,small red 735,3
b_3037,small blue 735,3
b_3038,small green 735,3
b_3039,small yellow 735,3
b_3040,large red 831,3
b_3041,large blue 831,3
b_3042,large green 831,3
b_3043,large yellow 831,3
b_3044,small red 831,3
b_3045,small blue 831,3
b_3046,small green 831,3
b_3047,small yellow 831,3
b_3048,large red 967,3
b_3049,large blue 967,3
b_3050,large green 967,3
b_3051,large yellow 967,3
b_3052,small red 967,3
b_3053,small blue 967,3
b_3054,small green 967,3
b_3055,small yellow 967,3
b_3056,large red 243,3
b_3057,large blue 243,3
b_3058,large green 243,3
b_3059,large yellow 243,3
b_3060,small red 243,3
b_3061,small blue 243,3
b_3062,small green 243,3
b_3063,small yellow 243,3
b_3064,large red 845,3
b_3065,large blue 845,3
b_3066,large green 845,3
b_3067,large yellow 845,3
b_3068,small red 845,3
b_3069,small blue 845,3
b_3070,small green 845,3
b_3071,small yellow 845,3
b_3072,large red 287,3
b_3073,large blue 287,3
b_3074,large green 287,3
b_3075,large yellow 287,3
b_3076,small red 287,3
b_3077,small blue 287,3
b_3078,small green 287,3
b_3079,small yellow 287,3
b_3080,large red 893,3
b_3081,large blue 893,3
b_3082,large green 893,3
b_3083,large yellow 893,3
b_3084,small red 893,3
b_3085,small blue 893,3
b_3086,small green 893,3
b_3087,small yellow 893,3
b_3088,large red 896,3
b_3089,large blue 896,3
b_3090,large green 896,3
b_3091,large yellow 896,3
b_3092,small red 896,3
b_3093,small blue 896,3
b_3094,small green 896,3
b_3095,small yellow 896,3
b_3096,large red 5092,4
b_3097,large blue 5092,4
b_3098,large green 5092,4
b_3099,large yellow 5092,4
b_3100,small red 5092,4
b_3101,small blue 5092,4
b_3102,small green 5092,4
b_3103,small yellow 5092,4
b_3104,large red 2235,4
b_3105,large blue 2235,4
b_3106,large green 2235,4
b_3107,large yellow 2235,4
b_3108,small red 2235,4
b_3109,small blue 2235,4
b_3110,small green 2235,4
b_3111,small yellow 2235,4
b_3112,large red 8260,4
b_3113,large blue 8260,4
b_3114,large green 8260,4
b_3115,large yellow 8260,4
b_3116,small red 8260,4
b_3117,small blue 8260,4
b_3118,small green 8260,4
b_3119,small yellow 8260,4
b_3120,large red 2604,4
b_3121,large blue 2604,4
b_3122,large green 2604,4
b_3123,large yellow 2604,4
b_3124,small red 2604,4
b_3125,small blue 2604,4
b_3126,small green 2604,4
b_3127,small yellow 2604,4
b_3128,large red 1828,4
b_3129,large blue 1828,4
b_3130,large green 1828,4
b_3131,large yellow 1828,4
b_3132,small red 1828,4
b_3133,small blue 1828,4
b_3134,small green 1828,4
b_3135,small yellow 1828,4
b_3136,large red 9856,4
b_3137,large blue 9856,4
b_3138,large green 9856,4
b_3139,large yellow 9856,4
b_3140,small red 9856,4
b_3141,small blue 9856,4
b_3142,small green 9856,4
b_3143,small yellow 9856,4
b_3144,large red 1241,4
b_3145,large blue 1241,4
b_3146,large green 1241,4
b_3147,large yellow 1241,4
b_3148,small red 1241,4
b_3149,small blue 1241,4
b_3150,small green 1241,4
b_3151,small yellow 1241,4
b_3152,large red 2528,4
b_3153,large blue 2528,4
b_3154,large green 2528,4
b_3155,large yellow 2528,4
b_3156,small red 2528,4
b_3157,small blue 2528,4
b_3158,small green 2528,4
b_3159,small yellow 2528,4
b_3160,large red 4872,4
b_3161,large blue 4872,4
b_3162,large green 4872,4
b_3163,large yellow 4872,4
b_3164,small red 4872,4
b_3165,small blue 4872,4
b_3166,small green 4872,4
b_3167,small yellow 4872,4
b_3168,large red 3724,4
b_3169,large blue 3724,4
b_3170,large green 3724,4
b_3171,large yellow 3724,4
b_3172,small red 3724,4
b_3173,small blue 3724,4
b_3174,small green 3724,4
b_3175,small yellow 3724,4
b_3176,large red 7658,4
b_3177,large blue 7658,4
b_3178,large green 7658,4
b_3179,large yellow 7658,4
b_3180,small red 7658,4
b_3181,small blue 7658,4
b_3182,small green 7658,4
b_3183,small yellow 7658,4
b_3184,large red 8956,4
b_3185,large blue 8956,4
b_3186,large green 8956,4
b_3187,large yellow 8956,4
b_3188,small red 8956,4
b_3189,small blue 8956,4
b_3190,small green 8956,4
b_3191,small yellow 8956,4
b_3192,large red 8886,4
b_3193,large blue 8886,4
b_3194,large green 8886,4
b_3195,large yellow 8886,4
b_3196,small red 8886,4
b_3197,small blue 8886,4
b_3198,small green 8886,4
b_3199,small yellow 8886,4
b_3200,large red 4502,4
b_3201,large blue 4502,4
b_3202,large green 4502,4
b_3203,large yellow 4502,4
b_3204,small red 4502,4
b_3205,small blue 4502,4
b_3206,small green 4502,4
b_3207,small yellow 4502,4
b_3208,large red 7570,4
b_3209,large blue 7570,4
b_3210,large green 7570,4
b_3211,large yellow 7570,4
b_3212,small red 7570,4
b_3213,small blue 7570,4
b_3214,small green 7570,4
b_3215,small yellow 7570,4
b_3216,large red 1960,4
b_3217,large blue 1960,4
b_3218,large green 1960,4
b_3219,large yellow 1960,4
b_3220,small red 1960,4
b_3221,small blue 1960,4
b_3222,small green 1960,4
b_3223,small yellow 1960,4
b_3224,large red 3697,4
b_3225,large blue 3697,4
b_3226,large green 3697,4
b_3227,large yellow 3697,4
b_3228,small red 3697,4
b_3229,small blue 3697,4
b_3230,small green 3697,4
b_3231,small yellow 3697,4
b_3232,large red 7209,4
b_3233,large blue 7209,4
b_3234,large green 7209,4
b_3235,large yellow 7209,4
b_3236,small red 7209,4
b_3237,small blue 7209,4
b_3238,small green 7209,4
b_3239,small yellow 7209,4
b_3240,large red 1035,4
b_3241,large blue 1035,4
b_3242,large green 1035,4
b_3243,large yellow 1035,4
b_3244,small red 1035,4
b_3245,small blue 1035,4
b_3246,small green 1035,4
b_3247,small yellow 1035,4
b_3248,large red 7396,4
b_3249,large blue 7396,4
b_3250,large green 7396,4
b_3251,large yellow 7396,4
b_3252,small red 7396,4
b_3253,small blue 7396,4
b_3254,small green 7396,4
b_3255,small yellow 7396,4
b_3256,large red 5345,4
b_3257,large blue 5345,4
b_3258,large green 5345,4
b_3259,large yellow 5345,4
b_3260,small red 5345,4
b_3261,small blue 5345,4
b_3262,small green 5345,4
